index,date,doses_distributed_cumulative,doses_administered_cumulative,new_doses_distributed,new_doses_administered,new_doses_distributed_7_day_rolling_avg,new_doses_administered_7_day_rolling_avg
575,2022-12-07,926257435.0,657927289.0,4982040.0,2647149.0,6211885.71,3574517.86
576,2022-12-14,931341585.0,660400812.0,5084150.0,2473523.0,5797521.43,3361322.14
577,2022-12-21,937298205.0,662148570.0,5956620.0,1747758.0,1262517.14,3033595.71
578,2022-12-28,939127005.0,663822575.0,1828800.0,1674005.0,4869038.57,2471183.0
579,2023-01-04,942343115.0,665076272.0,3216110.0,1253697.0,4446717.14,2037997.43
580,2023-01-11,947249345.0,666511603.0,4906230.0,1435331.0,4085092.86,1858422.29
581,2023-01-18,950455575.0,667815331.0,3206230.0,1303728.0,4168597.14,1790741.57
582,2023-01-25,953826425.0,668814259.0,3370850.0,998928.0,3938427.14,1555281.43
583,2023-02-01,956124455.0,669600840.0,2298030.0,786581.0,3540410.0,1314289.71
584,2023-02-08,958658535.0,670306507.0,2534080.0,705667.0,3051475.71,1165419.57
585,2023-02-15,961155285.0,670987625.0,2496750.0,681118.0,3146897.14,1023578.57
