index,date,state_abbreviation,state_name,doses_distributed_cumulative,doses_administered_cumulative,new_doses_distributed,new_doses_administered,new_doses_distributed_7_day_rolling_avg,new_doses_administered_7_day_rolling_avg
0,2020-12-14,AK,Alaska,4875.0,0.0,,,,
1,2020-12-15,AK,Alaska,12675.0,0.0,7800.0,0.0,,
2,2020-12-16,AK,Alaska,26325.0,0.0,13650.0,0.0,,
3,2020-12-17,AK,Alaska,26325.0,2.0,0.0,2.0,,
4,2020-12-18,AK,Alaska,26325.0,2.0,0.0,0.0,,
5,2020-12-19,AK,Alaska,26325.0,1607.0,0.0,1605.0,,
6,2020-12-20,AK,Alaska,26325.0,4239.0,0.0,2632.0,,
7,2020-12-21,AK,Alaska,36900.0,5125.0,10575.0,886.0,4575.0,732.14
8,2020-12-22,AK,Alaska,42175.0,5615.0,5275.0,490.0,4214.29,802.14
9,2020-12-23,AK,Alaska,45150.0,6822.0,2975.0,1207.0,2689.29,974.57
10,2020-12-24,AK,Alaska,45250.0,8578.0,100.0,1756.0,2703.57,1225.14
11,2020-12-25,AK,Alaska,45250.0,10612.0,0.0,2034.0,2703.57,1515.71
12,2020-12-26,AK,Alaska,45250.0,11427.0,0.0,815.0,2703.57,1402.86
13,2020-12-27,AK,Alaska,45250.0,11427.0,0.0,0.0,2703.57,1026.86
14,2020-12-28,AK,Alaska,48050.0,11647.0,2800.0,220.0,1592.86,931.71
15,2020-12-29,AK,Alaska,48250.0,11780.0,200.0,133.0,867.86,880.71
16,2020-12-30,AK,Alaska,54775.0,12907.0,6525.0,1127.0,1375.0,869.29
17,2020-12-31,AK,Alaska,54975.0,14550.0,200.0,1643.0,1389.29,853.14
18,2021-01-01,AK,Alaska,54975.0,16504.0,0.0,1954.0,1389.29,841.71
19,2021-01-02,AK,Alaska,54975.0,18401.0,0.0,1897.0,1389.29,996.29
20,2021-01-03,AK,Alaska,54975.0,18684.0,0.0,283.0,1389.29,1036.71
21,2021-01-04,AK,Alaska,75475.0,18937.0,20500.0,253.0,3917.86,1041.43
22,2021-01-05,AK,Alaska,81550.0,19050.0,6075.0,113.0,4757.14,1038.57
23,2021-01-06,AK,Alaska,82725.0,20106.0,1175.0,1056.0,3992.86,1028.43
24,2021-01-07,AK,Alaska,86625.0,21830.0,3900.0,1724.0,4521.43,1040.0
25,2021-01-08,AK,Alaska,92775.0,24562.0,6150.0,2732.0,5400.0,1151.14
26,2021-01-09,AK,Alaska,92875.0,28539.0,100.0,3977.0,5414.29,1448.29
27,2021-01-10,AK,Alaska,92875.0,33263.0,0.0,4724.0,5414.29,2082.71
28,2021-01-11,AK,Alaska,124250.0,35027.0,31375.0,1764.0,6967.86,2298.57
29,2021-01-12,AK,Alaska,137900.0,35838.0,13650.0,811.0,8050.0,2398.29
30,2021-01-13,AK,Alaska,140075.0,38680.0,2175.0,2842.0,8192.86,2653.43
31,2021-01-14,AK,Alaska,147975.0,42596.0,7900.0,3916.0,8764.29,2966.57
32,2021-01-15,AK,Alaska,149650.0,49039.0,1675.0,6443.0,8125.0,3496.71
33,2021-01-16,AK,Alaska,149650.0,54193.0,0.0,5154.0,8110.71,3664.86
34,2021-01-17,AK,Alaska,149650.0,60438.0,0.0,6245.0,8110.71,3882.14
35,2021-01-18,AK,Alaska,149650.0,64730.0,0.0,4292.0,3628.57,4243.29
36,2021-01-19,AK,Alaska,152625.0,66331.0,2975.0,1601.0,2103.57,4356.14
37,2021-01-20,AK,Alaska,150350.0,68293.0,-2275.0,1962.0,1467.86,4230.43
38,2021-01-21,AK,Alaska,154325.0,71907.0,3975.0,3614.0,907.14,4187.29
39,2021-01-22,AK,Alaska,155500.0,81096.0,1175.0,9189.0,835.71,4579.57
40,2021-01-23,AK,Alaska,155700.0,88344.0,200.0,7248.0,864.29,4878.71
41,2021-01-24,AK,Alaska,155700.0,94257.0,0.0,5913.0,864.29,4831.29
42,2021-01-25,AK,Alaska,155700.0,97031.0,0.0,2774.0,864.29,4614.43
43,2021-01-26,AK,Alaska,162925.0,98149.0,7225.0,1118.0,1471.43,4545.43
44,2021-01-27,AK,Alaska,170575.0,101597.0,7650.0,3448.0,2889.29,4757.71
45,2021-01-28,AK,Alaska,178075.0,105858.0,7500.0,4261.0,3392.86,4850.14
46,2021-01-29,AK,Alaska,192350.0,110396.0,14275.0,4538.0,5264.29,4185.71
47,2021-01-30,AK,Alaska,193150.0,115268.0,800.0,4872.0,5350.0,3846.29
48,2021-01-31,AK,Alaska,193150.0,119590.0,0.0,4322.0,5350.0,3619.0
49,2021-02-01,AK,Alaska,193150.0,122020.0,0.0,2430.0,5350.0,3569.86
50,2021-02-02,AK,Alaska,196975.0,123443.0,3825.0,1423.0,4864.29,3613.43
51,2021-02-03,AK,Alaska,229975.0,125765.0,33000.0,2322.0,8485.71,3452.57
52,2021-02-04,AK,Alaska,240325.0,129936.0,10350.0,4171.0,8892.86,3439.71
53,2021-02-05,AK,Alaska,245700.0,134002.0,5375.0,4066.0,7621.43,3372.29
54,2021-02-06,AK,Alaska,248500.0,139147.0,2800.0,5145.0,7907.14,3411.29
55,2021-02-07,AK,Alaska,248500.0,146082.0,0.0,6935.0,7907.14,3784.57
56,2021-02-08,AK,Alaska,248500.0,150934.0,0.0,4852.0,7907.14,4130.57
57,2021-02-09,AK,Alaska,256900.0,152874.0,8400.0,1940.0,8560.71,4204.43
58,2021-02-10,AK,Alaska,260300.0,156255.0,3400.0,3381.0,4332.14,4355.71
59,2021-02-11,AK,Alaska,270250.0,162273.0,9950.0,6018.0,4275.0,4619.57
60,2021-02-12,AK,Alaska,271350.0,167436.0,1100.0,5163.0,3664.29,4776.29
61,2021-02-13,AK,Alaska,271550.0,175138.0,200.0,7702.0,3292.86,5141.57
62,2021-02-14,AK,Alaska,271550.0,183831.0,0.0,8693.0,3292.86,5392.71
63,2021-02-15,AK,Alaska,271550.0,189268.0,0.0,5437.0,3292.86,5476.29
64,2021-02-16,AK,Alaska,271550.0,191008.0,0.0,1740.0,2092.86,5447.71
65,2021-02-17,AK,Alaska,271550.0,193617.0,0.0,2609.0,1607.14,5337.43
66,2021-02-18,AK,Alaska,271550.0,199151.0,0.0,5534.0,185.71,5268.29
67,2021-02-19,AK,Alaska,299935.0,216223.0,28385.0,17072.0,4083.57,6969.57
68,2021-02-20,AK,Alaska,299935.0,227403.0,0.0,11180.0,4055.0,7466.43
69,2021-02-21,AK,Alaska,299935.0,235141.0,0.0,7738.0,4055.0,7330.0
70,2021-02-22,AK,Alaska,299935.0,238279.0,0.0,3138.0,4055.0,7001.57
71,2021-02-23,AK,Alaska,304875.0,239927.0,4940.0,1648.0,4760.71,6988.43
72,2021-02-24,AK,Alaska,315765.0,243650.0,10890.0,3723.0,6316.43,7147.57
73,2021-02-25,AK,Alaska,319265.0,249559.0,3500.0,5909.0,6816.43,7201.14
74,2021-02-26,AK,Alaska,332415.0,254334.0,13150.0,4775.0,4640.0,5444.43
75,2021-02-27,AK,Alaska,342535.0,259538.0,10120.0,5204.0,6085.71,4590.71
76,2021-02-28,AK,Alaska,342535.0,264741.0,0.0,5203.0,6085.71,4228.57
77,2021-03-01,AK,Alaska,342535.0,268406.0,0.0,3665.0,6085.71,4303.86
78,2021-03-02,AK,Alaska,372725.0,269941.0,30190.0,1535.0,9692.86,4287.71
79,2021-03-03,AK,Alaska,399225.0,273350.0,26500.0,3409.0,11922.86,4242.86
80,2021-03-04,AK,Alaska,409125.0,276891.0,9900.0,3541.0,12837.14,3904.57
81,2021-03-05,AK,Alaska,421375.0,281467.0,12250.0,4576.0,12708.57,3876.14
82,2021-03-06,AK,Alaska,426715.0,288625.0,5340.0,7158.0,12025.71,4155.29
83,2021-03-07,AK,Alaska,426715.0,295046.0,0.0,6421.0,12025.71,4329.29
84,2021-03-08,AK,Alaska,426715.0,298144.0,0.0,3098.0,12025.71,4248.29
85,2021-03-09,AK,Alaska,430685.0,302687.0,3970.0,4543.0,8280.0,4678.0
86,2021-03-10,AK,Alaska,445125.0,307769.0,14440.0,5082.0,6557.14,4917.0
87,2021-03-11,AK,Alaska,462875.0,313365.0,17750.0,5596.0,7678.57,5210.57
88,2021-03-12,AK,Alaska,470325.0,318526.0,7450.0,5161.0,6992.86,5294.14
89,2021-03-13,AK,Alaska,472395.0,324271.0,2070.0,5745.0,6525.71,5092.29
90,2021-03-14,AK,Alaska,472395.0,333357.0,0.0,9086.0,6525.71,5473.0
91,2021-03-15,AK,Alaska,472395.0,337141.0,0.0,3784.0,6525.71,5571.0
92,2021-03-16,AK,Alaska,484795.0,339647.0,12400.0,2506.0,7730.0,5280.0
93,2021-03-17,AK,Alaska,499625.0,345987.0,14830.0,6340.0,7785.71,5459.71
94,2021-03-18,AK,Alaska,509025.0,351093.0,9400.0,5106.0,6592.86,5389.71
95,2021-03-19,AK,Alaska,514835.0,356055.0,5810.0,4962.0,6358.57,5361.29
96,2021-03-20,AK,Alaska,520685.0,362698.0,5850.0,6643.0,6898.57,5489.57
97,2021-03-21,AK,Alaska,520685.0,372435.0,0.0,9737.0,6898.57,5582.57
98,2021-03-22,AK,Alaska,520685.0,375590.0,0.0,3155.0,6898.57,5492.71
99,2021-03-23,AK,Alaska,529765.0,376555.0,9080.0,965.0,6424.29,5272.57
100,2021-03-24,AK,Alaska,540815.0,379296.0,11050.0,2741.0,5884.29,4758.43
101,2021-03-25,AK,Alaska,549315.0,384503.0,8500.0,5207.0,5755.71,4772.86
102,2021-03-26,AK,Alaska,568125.0,389775.0,18810.0,5272.0,7612.86,4817.14
103,2021-03-27,AK,Alaska,570465.0,395650.0,2340.0,5875.0,7111.43,4707.43
104,2021-03-28,AK,Alaska,570465.0,401502.0,0.0,5852.0,7111.43,4152.43
105,2021-03-29,AK,Alaska,570465.0,403284.0,0.0,1782.0,7111.43,3956.29
106,2021-03-30,AK,Alaska,572905.0,404339.0,2440.0,1055.0,6162.86,3969.14
107,2021-03-31,AK,Alaska,601225.0,407233.0,28320.0,2894.0,8630.0,3991.0
108,2021-04-01,AK,Alaska,615825.0,411529.0,14600.0,4296.0,9501.43,3860.86
109,2021-04-02,AK,Alaska,629315.0,415690.0,13490.0,4161.0,8741.43,3702.14
110,2021-04-03,AK,Alaska,636665.0,420238.0,7350.0,4548.0,9457.14,3512.57
111,2021-04-04,AK,Alaska,636665.0,428556.0,0.0,8318.0,9457.14,3864.86
112,2021-04-05,AK,Alaska,636665.0,431436.0,0.0,2880.0,9457.14,4021.71
113,2021-04-06,AK,Alaska,658125.0,432690.0,21460.0,1254.0,12174.29,4050.14
114,2021-04-07,AK,Alaska,684095.0,436681.0,25970.0,3991.0,11838.57,4206.86
115,2021-04-08,AK,Alaska,692995.0,443287.0,8900.0,6606.0,11024.29,4536.86
116,2021-04-09,AK,Alaska,703015.0,448337.0,10020.0,5050.0,10528.57,4663.86
117,2021-04-10,AK,Alaska,706185.0,455719.0,3170.0,7382.0,9931.43,5068.71
118,2021-04-11,AK,Alaska,706185.0,461286.0,0.0,5567.0,9931.43,4675.71
119,2021-04-12,AK,Alaska,706185.0,465250.0,0.0,3964.0,9931.43,4830.57
120,2021-04-13,AK,Alaska,717325.0,496015.0,11140.0,30765.0,8457.14,9046.43
121,2021-04-14,AK,Alaska,722835.0,499742.0,5510.0,3727.0,5534.29,9008.71
122,2021-04-15,AK,Alaska,729305.0,499815.0,6470.0,73.0,5187.14,8075.43
123,2021-04-16,AK,Alaska,735675.0,504860.0,6370.0,5045.0,4665.71,8074.71
124,2021-04-17,AK,Alaska,746705.0,509843.0,11030.0,4983.0,5788.57,7732.0
125,2021-04-18,AK,Alaska,746705.0,515501.0,0.0,5658.0,5788.57,7745.0
126,2021-04-19,AK,Alaska,746705.0,517521.0,0.0,2020.0,5788.57,7467.29
127,2021-04-20,AK,Alaska,746805.0,519030.0,100.0,1509.0,4211.43,3287.86
128,2021-04-21,AK,Alaska,749605.0,524758.0,2800.0,5728.0,3824.29,3573.71
129,2021-04-22,AK,Alaska,751205.0,530134.0,1600.0,5376.0,3128.57,4331.29
130,2021-04-23,AK,Alaska,756585.0,533546.0,5380.0,3412.0,2987.14,4098.0
131,2021-04-24,AK,Alaska,759125.0,536961.0,2540.0,3415.0,1774.29,3874.0
132,2021-04-25,AK,Alaska,759125.0,539630.0,0.0,2669.0,1774.29,3447.0
133,2021-04-26,AK,Alaska,759125.0,540565.0,0.0,935.0,1774.29,3292.0
134,2021-04-27,AK,Alaska,760525.0,541593.0,1400.0,1028.0,1960.0,3223.29
135,2021-04-28,AK,Alaska,765635.0,543274.0,5110.0,1681.0,2290.0,2645.14
136,2021-04-29,AK,Alaska,768205.0,550524.0,2570.0,7250.0,2428.57,2912.86
137,2021-04-30,AK,Alaska,769205.0,552792.0,1000.0,2268.0,1802.86,2749.43
138,2021-05-01,AK,Alaska,769205.0,560662.0,0.0,7870.0,1440.0,3385.86
139,2021-05-02,AK,Alaska,769205.0,562442.0,0.0,1780.0,1440.0,3258.86
140,2021-05-03,AK,Alaska,769205.0,562875.0,0.0,433.0,1440.0,3187.14
141,2021-05-04,AK,Alaska,772405.0,563184.0,3200.0,309.0,1697.14,3084.43
142,2021-05-05,AK,Alaska,774305.0,564720.0,1900.0,1536.0,1238.57,3063.71
143,2021-05-06,AK,Alaska,776005.0,567031.0,1700.0,2311.0,1114.29,2358.14
144,2021-05-07,AK,Alaska,777445.0,569040.0,1440.0,2009.0,1177.14,2321.14
145,2021-05-08,AK,Alaska,777945.0,571320.0,500.0,2280.0,1248.57,1522.57
146,2021-05-09,AK,Alaska,777945.0,571368.0,0.0,48.0,1248.57,1275.14
147,2021-05-10,AK,Alaska,777945.0,575174.0,0.0,3806.0,1248.57,1757.0
148,2021-05-11,AK,Alaska,781245.0,576062.0,3300.0,888.0,1262.86,1839.71
149,2021-05-12,AK,Alaska,790295.0,577317.0,9050.0,1255.0,2284.29,1799.57
150,2021-05-13,AK,Alaska,790995.0,578970.0,700.0,1653.0,2141.43,1705.57
151,2021-05-14,AK,Alaska,792055.0,580781.0,1060.0,1811.0,2087.14,1677.29
152,2021-05-15,AK,Alaska,792755.0,583641.0,700.0,2860.0,2115.71,1760.14
153,2021-05-16,AK,Alaska,792755.0,586727.0,0.0,3086.0,2115.71,2194.14
154,2021-05-17,AK,Alaska,792755.0,587406.0,0.0,679.0,2115.71,1747.43
155,2021-05-18,AK,Alaska,794195.0,587995.0,1440.0,589.0,1850.0,1704.71
156,2021-05-19,AK,Alaska,797805.0,590878.0,3610.0,2883.0,1072.86,1937.29
157,2021-05-20,AK,Alaska,799005.0,593159.0,1200.0,2281.0,1144.29,2027.0
158,2021-05-21,AK,Alaska,801405.0,595885.0,2400.0,2726.0,1335.71,2157.71
159,2021-05-22,AK,Alaska,802575.0,598449.0,1170.0,2564.0,1402.86,2115.43
160,2021-05-23,AK,Alaska,802575.0,601098.0,0.0,2649.0,1402.86,2053.0
161,2021-05-24,AK,Alaska,802575.0,601963.0,0.0,865.0,1402.86,2079.57
162,2021-05-25,AK,Alaska,805355.0,602501.0,2780.0,538.0,1594.29,2072.29
163,2021-05-26,AK,Alaska,805355.0,603860.0,0.0,1359.0,1078.57,1854.57
164,2021-05-27,AK,Alaska,805955.0,605559.0,600.0,1699.0,992.86,1771.43
165,2021-05-28,AK,Alaska,806055.0,607946.0,100.0,2387.0,664.29,1723.0
166,2021-05-29,AK,Alaska,806335.0,610038.0,280.0,2092.0,537.14,1655.57
167,2021-05-30,AK,Alaska,806335.0,611608.0,0.0,1570.0,537.14,1501.43
168,2021-05-31,AK,Alaska,806335.0,612275.0,0.0,667.0,537.14,1473.14
169,2021-06-01,AK,Alaska,806335.0,612692.0,0.0,417.0,140.0,1455.86
170,2021-06-02,AK,Alaska,806335.0,612892.0,0.0,200.0,140.0,1290.29
171,2021-06-03,AK,Alaska,810945.0,614726.0,4610.0,1834.0,712.86,1309.57
172,2021-06-04,AK,Alaska,811285.0,616473.0,340.0,1747.0,747.14,1218.14
173,2021-06-05,AK,Alaska,814795.0,618609.0,3510.0,2136.0,1208.57,1224.43
174,2021-06-06,AK,Alaska,814795.0,621223.0,0.0,2614.0,1208.57,1373.57
175,2021-06-07,AK,Alaska,814795.0,622928.0,0.0,1705.0,1208.57,1521.86
176,2021-06-08,AK,Alaska,819105.0,623367.0,4310.0,439.0,1824.29,1525.0
177,2021-06-09,AK,Alaska,819205.0,623531.0,100.0,164.0,1838.57,1519.86
178,2021-06-10,AK,Alaska,819205.0,625893.0,0.0,2362.0,1180.0,1595.29
179,2021-06-11,AK,Alaska,819725.0,627519.0,520.0,1626.0,1205.71,1578.0
180,2021-06-12,AK,Alaska,819965.0,629530.0,240.0,2011.0,738.57,1560.14
181,2021-06-13,AK,Alaska,819965.0,630956.0,0.0,1426.0,738.57,1390.43
182,2021-06-14,AK,Alaska,819965.0,632568.0,0.0,1612.0,738.57,1377.14
183,2021-06-15,AK,Alaska,822445.0,633467.0,2480.0,899.0,477.14,1442.86
184,2021-06-16,AK,Alaska,822845.0,634868.0,400.0,1401.0,520.0,1619.57
185,2021-06-17,AK,Alaska,824965.0,636187.0,2120.0,1319.0,822.86,1470.57
186,2021-06-18,AK,Alaska,825625.0,637512.0,660.0,1325.0,842.86,1427.57
187,2021-06-19,AK,Alaska,825625.0,638888.0,0.0,1376.0,808.57,1336.86
188,2021-06-20,AK,Alaska,825625.0,639941.0,0.0,1053.0,808.57,1283.57
189,2021-06-21,AK,Alaska,825625.0,641221.0,0.0,1280.0,808.57,1236.14
190,2021-06-22,AK,Alaska,828205.0,641457.0,2580.0,236.0,822.86,1141.43
191,2021-06-23,AK,Alaska,828205.0,642096.0,0.0,639.0,765.71,1032.57
192,2021-06-24,AK,Alaska,828745.0,643516.0,540.0,1420.0,540.0,1047.0
193,2021-06-25,AK,Alaska,829405.0,644782.0,660.0,1266.0,540.0,1038.57
194,2021-06-26,AK,Alaska,829405.0,649109.0,0.0,4327.0,540.0,1460.14
195,2021-06-27,AK,Alaska,829405.0,650919.0,0.0,1810.0,540.0,1568.29
196,2021-06-28,AK,Alaska,829405.0,653331.0,0.0,2412.0,540.0,1730.0
197,2021-06-29,AK,Alaska,829845.0,655493.0,440.0,2162.0,234.29,2005.14
198,2021-06-30,AK,Alaska,829945.0,658672.0,100.0,3179.0,248.57,2368.0
199,2021-07-01,AK,Alaska,830245.0,660235.0,300.0,1563.0,214.29,2388.43
200,2021-07-02,AK,Alaska,831665.0,667278.0,1420.0,7043.0,322.86,3213.71
201,2021-07-03,AK,Alaska,831665.0,668685.0,0.0,1407.0,322.86,2796.57
202,2021-07-04,AK,Alaska,831665.0,672104.0,0.0,3419.0,322.86,3026.43
203,2021-07-05,AK,Alaska,831665.0,674667.0,0.0,2563.0,322.86,3048.0
204,2021-07-06,AK,Alaska,831665.0,678029.0,0.0,3362.0,260.0,3219.43
205,2021-07-07,AK,Alaska,831665.0,678145.0,0.0,116.0,245.71,2781.86
206,2021-07-08,AK,Alaska,838615.0,679337.0,6950.0,1192.0,1195.71,2728.86
207,2021-07-09,AK,Alaska,839115.0,680539.0,500.0,1202.0,1064.29,1894.43
208,2021-07-10,AK,Alaska,840265.0,681805.0,1150.0,1266.0,1228.57,1874.29
209,2021-07-11,AK,Alaska,840265.0,682881.0,0.0,1076.0,1228.57,1539.57
210,2021-07-12,AK,Alaska,840265.0,683394.0,0.0,513.0,1228.57,1246.71
211,2021-07-13,AK,Alaska,840365.0,683718.0,100.0,324.0,1242.86,812.71
212,2021-07-14,AK,Alaska,841265.0,684753.0,900.0,1035.0,1371.43,944.0
213,2021-07-15,AK,Alaska,842105.0,685764.0,840.0,1011.0,498.57,918.14
214,2021-07-16,AK,Alaska,842985.0,686971.0,880.0,1207.0,552.86,918.86
215,2021-07-17,AK,Alaska,842985.0,687815.0,0.0,844.0,388.57,858.57
216,2021-07-18,AK,Alaska,842985.0,690243.0,0.0,2428.0,388.57,1051.71
217,2021-07-19,AK,Alaska,842985.0,690541.0,0.0,298.0,388.57,1021.0
218,2021-07-20,AK,Alaska,843085.0,687880.0,100.0,-2661.0,388.57,594.57
219,2021-07-21,AK,Alaska,846475.0,688769.0,3390.0,889.0,744.29,573.71
220,2021-07-22,AK,Alaska,847575.0,689556.0,1100.0,787.0,781.43,541.71
221,2021-07-23,AK,Alaska,848165.0,690518.0,590.0,962.0,740.0,506.71
222,2021-07-24,AK,Alaska,848165.0,691691.0,0.0,1173.0,740.0,553.71
223,2021-07-25,AK,Alaska,848165.0,691722.0,0.0,31.0,740.0,211.29
224,2021-07-26,AK,Alaska,848165.0,693321.0,0.0,1599.0,740.0,397.14
225,2021-07-27,AK,Alaska,849465.0,693657.0,1300.0,336.0,911.43,825.29
226,2021-07-28,AK,Alaska,851265.0,694288.0,1800.0,631.0,684.29,788.43
227,2021-07-29,AK,Alaska,852605.0,695163.0,1340.0,875.0,718.57,801.0
228,2021-07-30,AK,Alaska,853805.0,696377.0,1200.0,1214.0,805.71,837.0
229,2021-07-31,AK,Alaska,854805.0,697440.0,1000.0,1063.0,948.57,821.29
230,2021-08-01,AK,Alaska,854805.0,697509.0,0.0,69.0,948.57,826.71
231,2021-08-02,AK,Alaska,854805.0,697609.0,0.0,100.0,948.57,612.57
232,2021-08-03,AK,Alaska,861995.0,699605.0,7190.0,1996.0,1790.0,849.71
233,2021-08-04,AK,Alaska,864075.0,700531.0,2080.0,926.0,1830.0,891.86
234,2021-08-05,AK,Alaska,867055.0,701729.0,2980.0,1198.0,2064.29,938.0
235,2021-08-06,AK,Alaska,870395.0,702821.0,3340.0,1092.0,2370.0,920.57
236,2021-08-07,AK,Alaska,872195.0,703975.0,1800.0,1154.0,2484.29,933.57
237,2021-08-08,AK,Alaska,872195.0,704155.0,0.0,180.0,2484.29,949.43
238,2021-08-09,AK,Alaska,872195.0,704160.0,0.0,5.0,2484.29,935.86
239,2021-08-10,AK,Alaska,874135.0,704538.0,1940.0,378.0,1734.29,704.71
240,2021-08-11,AK,Alaska,874135.0,705607.0,0.0,1069.0,1437.14,725.14
241,2021-08-12,AK,Alaska,875815.0,706538.0,1680.0,931.0,1251.43,687.0
242,2021-08-13,AK,Alaska,882535.0,707991.0,6720.0,1453.0,1734.29,738.57
243,2021-08-14,AK,Alaska,882535.0,709158.0,0.0,1167.0,1477.14,740.43
244,2021-08-15,AK,Alaska,882985.0,709232.0,450.0,74.0,1541.43,725.29
245,2021-08-16,AK,Alaska,882985.0,711092.0,0.0,1860.0,1541.43,990.29
246,2021-08-17,AK,Alaska,885235.0,711778.0,2250.0,686.0,1585.71,1034.29
247,2021-08-18,AK,Alaska,887705.0,712734.0,2470.0,956.0,1938.57,1018.14
248,2021-08-19,AK,Alaska,891155.0,714088.0,3450.0,1354.0,2191.43,1078.57
249,2021-08-20,AK,Alaska,895475.0,715503.0,4320.0,1415.0,1848.57,1073.14
250,2021-08-21,AK,Alaska,895645.0,716988.0,170.0,1485.0,1872.86,1118.57
251,2021-08-22,AK,Alaska,895645.0,717156.0,0.0,168.0,1808.57,1132.0
252,2021-08-23,AK,Alaska,895645.0,717197.0,0.0,41.0,1808.57,872.14
253,2021-08-24,AK,Alaska,895645.0,720003.0,0.0,2806.0,1487.14,1175.0
254,2021-08-25,AK,Alaska,898425.0,721608.0,2780.0,1605.0,1531.43,1267.71
255,2021-08-26,AK,Alaska,917465.0,723342.0,19040.0,1734.0,3758.57,1322.0
256,2021-08-27,AK,Alaska,927345.0,724964.0,9880.0,1622.0,4552.86,1351.57
257,2021-08-28,AK,Alaska,929945.0,726501.0,2600.0,1537.0,4900.0,1359.0
258,2021-08-29,AK,Alaska,930085.0,726856.0,140.0,355.0,4920.0,1385.71
259,2021-08-30,AK,Alaska,930085.0,729517.0,0.0,2661.0,4920.0,1760.0
260,2021-08-31,AK,Alaska,933585.0,730407.0,3500.0,890.0,5420.0,1486.29
261,2021-09-01,AK,Alaska,957905.0,731751.0,24320.0,1344.0,8497.14,1449.0
262,2021-09-02,AK,Alaska,963195.0,733429.0,5290.0,1678.0,6532.86,1441.0
263,2021-09-03,AK,Alaska,974085.0,735293.0,10890.0,1864.0,6677.14,1475.57
264,2021-09-04,AK,Alaska,981175.0,736809.0,7090.0,1516.0,7318.57,1472.57
265,2021-09-05,AK,Alaska,980975.0,738399.0,-200.0,1590.0,7270.0,1649.0
266,2021-09-06,AK,Alaska,980975.0,739446.0,0.0,1047.0,7270.0,1418.43
267,2021-09-07,AK,Alaska,980975.0,747155.0,0.0,7709.0,6770.0,2392.57
268,2021-09-08,AK,Alaska,984485.0,747554.0,3510.0,399.0,3797.14,2257.57
269,2021-09-09,AK,Alaska,985855.0,749630.0,1370.0,2076.0,3237.14,2314.43
270,2021-09-10,AK,Alaska,988195.0,752270.0,2340.0,2640.0,2015.71,2425.29
271,2021-09-11,AK,Alaska,993155.0,754346.0,4960.0,2076.0,1711.43,2505.29
272,2021-09-12,AK,Alaska,994325.0,754497.0,1170.0,151.0,1907.14,2299.71
273,2021-09-13,AK,Alaska,994325.0,757384.0,0.0,2887.0,1907.14,2562.57
274,2021-09-14,AK,Alaska,996695.0,758318.0,2370.0,934.0,2245.71,1594.71
275,2021-09-15,AK,Alaska,1006435.0,759522.0,9740.0,1204.0,3135.71,1709.71
276,2021-09-16,AK,Alaska,1015365.0,761075.0,8930.0,1553.0,4215.71,1635.0
277,2021-09-17,AK,Alaska,1024575.0,763376.0,9210.0,2301.0,5197.14,1586.57
278,2021-09-18,AK,Alaska,1025415.0,765238.0,840.0,1862.0,4608.57,1556.0
279,2021-09-19,AK,Alaska,1025415.0,767649.0,0.0,2411.0,4441.43,1878.86
280,2021-09-20,AK,Alaska,1025415.0,769334.0,0.0,1685.0,4441.43,1707.14
281,2021-09-21,AK,Alaska,1025835.0,769981.0,420.0,647.0,4162.86,1666.14
282,2021-09-22,AK,Alaska,1027135.0,772176.0,1300.0,2195.0,2957.14,1807.71
283,2021-09-23,AK,Alaska,1032665.0,775149.0,5530.0,2973.0,2471.43,2010.57
284,2021-09-24,AK,Alaska,1034565.0,775360.0,1900.0,211.0,1427.14,1712.0
285,2021-09-25,AK,Alaska,1043135.0,775688.0,8570.0,328.0,2531.43,1492.86
286,2021-09-26,AK,Alaska,1044305.0,775975.0,1170.0,287.0,2698.57,1189.43
287,2021-09-27,AK,Alaska,1044305.0,786285.0,0.0,10310.0,2698.57,2421.57
288,2021-09-28,AK,Alaska,1048375.0,787670.0,4070.0,1385.0,3220.0,2527.0
289,2021-09-29,AK,Alaska,1055125.0,790277.0,6750.0,2607.0,3998.57,2585.86
290,2021-09-30,AK,Alaska,1058945.0,792368.0,3820.0,2091.0,3754.29,2459.86
291,2021-10-01,AK,Alaska,1062155.0,794992.0,3210.0,2624.0,3941.43,2804.57
292,2021-10-02,AK,Alaska,1069475.0,798038.0,7320.0,3046.0,3762.86,3192.86
293,2021-10-03,AK,Alaska,1075325.0,798055.0,5850.0,17.0,4431.43,3154.29
294,2021-10-04,AK,Alaska,1075325.0,803283.0,0.0,5228.0,4431.43,2428.29
295,2021-10-05,AK,Alaska,1077805.0,804032.0,2480.0,749.0,4204.29,2337.43
296,2021-10-06,AK,Alaska,1079085.0,805975.0,1280.0,1943.0,3422.86,2242.57
297,2021-10-07,AK,Alaska,1083215.0,807903.0,4130.0,1928.0,3467.14,2219.29
298,2021-10-08,AK,Alaska,1089275.0,810238.0,6060.0,2335.0,3874.29,2178.0
299,2021-10-09,AK,Alaska,1093025.0,812327.0,3750.0,2089.0,3364.29,2041.29
300,2021-10-10,AK,Alaska,1093025.0,812345.0,0.0,18.0,2528.57,2041.43
301,2021-10-11,AK,Alaska,1093025.0,816717.0,0.0,4372.0,2528.57,1919.14
302,2021-10-12,AK,Alaska,1094005.0,817091.0,980.0,374.0,2314.29,1865.57
